state,county,value
Indiana,Ohio,0.123
Indiana,Orange,0.167
Indiana,Owen,0.149
Indiana,Parke,0.24
Indiana,Perry,0.134
Indiana,Pike,0.115
Indiana,Porter,0.073
Indiana,Posey,0.096
Indiana,Pulaski,0.152
Indiana,Putnam,0.149
Indiana,Randolph,0.1
Indiana,Ripley,0.097
Indiana,Rush,0.075
Indiana,Scott,0.14
Indiana,Shelby,0.092
Indiana,Spencer,0.108
Indiana,St. Joseph,0.116
Indiana,Starke,0.179
Indiana,Steuben,0.309
Indiana,Sullivan,0.132
Indiana,Switzerland,0.191
Indiana,Tippecanoe,0.076
Indiana,Tipton,0.071
Indiana,Union,0.084
Indiana,Vanderburgh,0.106
Indiana,Vermillion,0.132
Indiana,Vigo,0.14
Indiana,Wabash,0.096
Indiana,Warren,0.094
Indiana,Warrick,0.076
Indiana,Washington,0.139
Indiana,Wayne,0.107
Indiana,Wells,0.064
Indiana,White,0.272
Indiana,Whitley,0.09
Iowa,Adair,0.115
Iowa,Adams,0.133
Iowa,Allamakee,0.226
Iowa,Appanoose,0.176
Iowa,Audubon,0.096
Iowa,Benton,0.086
Iowa,Black Hawk,0.07
Iowa,Boone,0.098
Iowa,Bremer,0.07
Iowa,Buchanan,0.077
Iowa,Buena Vista,0.072
Iowa,Butler,0.071
Iowa,Calhoun,0.155
Iowa,Carroll,0.09
Iowa,Cass,0.078
Iowa,Cedar,0.053
Iowa,Cerro Gordo,0.104
Iowa,Cherokee,0.069
Iowa,Chickasaw,0.06
Iowa,Clarke,0.107
Iowa,Clay,0.099
Iowa,Clayton,0.146
Iowa,Clinton,0.082
Iowa,Crawford,0.084
Iowa,Dallas,0.058
Iowa,Davis,0.139
Iowa,Decatur,0.196
Iowa,Delaware,0.114
Iowa,Des Moines,0.087
Iowa,Dickinson,0.397
Iowa,Dubuque,0.052
Iowa,Emmet,0.128
Iowa,Fayette,0.113
Iowa,Floyd,0.078
Iowa,Franklin,0.113
Iowa,Fremont,0.13
Iowa,Greene,0.15
Iowa,Grundy,0.076
Iowa,Guthrie,0.211
Iowa,Hamilton,0.117
Iowa,Hancock,0.127
Iowa,Hardin,0.147
Iowa,Harrison,0.112
Iowa,Henry,0.092
Iowa,Howard,0.104
Iowa,Humboldt,0.101
Iowa,Ida,0.085
Iowa,Iowa,0.075
Iowa,Jackson,0.1
Iowa,Jasper,0.093
Iowa,Jefferson,0.09
Iowa,Johnson,0.042
Iowa,Jones,0.075
Iowa,Keokuk,0.105
Iowa,Kossuth,0.116
Iowa,Lee,0.117
Iowa,Linn,0.069
Iowa,Louisa,0.126
Iowa,Lucas,0.114
Iowa,Lyon,0.083
Iowa,Madison,0.078
Iowa,Mahaska,0.067
Iowa,Marion,0.079
Iowa,Marshall,0.085
Iowa,Mills,0.124
Iowa,Mitchell,0.087
Iowa,Monona,0.157
Iowa,Monroe,0.159
Iowa,Montgomery,0.12
Iowa,Muscatine,0.091
Iowa,O'Brien,0.093
Iowa,Osceola,0.096
Iowa,Page,0.111
Iowa,Palo Alto,0.132
Iowa,Plymouth,0.065
Iowa,Pocahontas,0.15
Iowa,Polk,0.065
Iowa,Pottawattamie,0.072
Iowa,Poweshiek,0.171
Iowa,Ringgold,0.204
Iowa,Sac,0.186
Iowa,Scott,0.071
Iowa,Shelby,0.068
Iowa,Sioux,0.052
Iowa,Story,0.045
Iowa,Tama,0.124
Iowa,Taylor,0.111
Iowa,Union,0.105
Iowa,Van Buren,0.181
Iowa,Wapello,0.091
Iowa,Warren,0.062
Iowa,Washington,0.048
Iowa,Wayne,0.2
Iowa,Webster,0.096
Iowa,Winnebago,0.115
Iowa,Winneshiek,0.07
Iowa,Woodbury,0.064
Iowa,Worth,0.097
Iowa,Wright,0.167
Kansas,Allen,0.136
Kansas,Anderson,0.109
Kansas,Atchison,0.113
Kansas,Barber,0.244
Kansas,Barton,0.092
Kansas,Bourbon,0.2
Kansas,Brown,0.126
Kansas,Butler,0.083
Kansas,Chase,0.24
Kansas,Chautauqua,0.258
Kansas,Cherokee,0.175
Kansas,Cheyenne,0.145
Kansas,Clark,0.2
Kansas,Clay,0.161
Kansas,Cloud,0.143
Kansas,Coffey,0.104
Kansas,Comanche,0.211
Kansas,Cowley,0.138
Kansas,Crawford,0.139
Kansas,Decatur,0.204
Kansas,Dickinson,0.133
Kansas,Doniphan,0.12
Kansas,Douglas,0.076
Kansas,Edwards,0.211
Kansas,Elk,0.271
Kansas,Ellis,0.085
Kansas,Ellsworth,0.208
Kansas,Finney,0.046
Kansas,Ford,0.08
Kansas,Franklin,0.108
Kansas,Geary,0.142
Kansas,Gove,0.131
